,ID,name,category,main_category,goal,pledged,state,backers
249200,551729082,Asinka Dish Drainer,Product Design,Design,40000.0,366.0,failed,9
249229,551915574,Made in Britain � A Lomography project,Photography,Photography,350.0,0.0,failed,0
249235,551952971,Elizabeth's Secret,Horror,Film & Video,1250.0,1288.0,successful,13
249237,55195559,Deep Dish Gents - Julia Album,Music,Music,2000.0,1.0,undefined,0
249245,552002531,Sci-Fi Rpg Game,Video Games,Games,4000.0,1.0,failed,1
249264,552172959,New Zealand & Beyond: A Travelling Photo Journal,People,Photography,10000.0,1300.0,failed,22
249277,552254858,Shoulder to Shoulder @ Camden Fringe 2016,Theater,Theater,500.0,511.5,successful,11
249279,552274739,Jura Wine - The Book,Nonfiction,Publishing,7500.0,14076.5,successful,376
249284,552334796,Agincourt 1415 - A Graphic Novel (Canceled),Graphic Novels,Comics,4000.0,969.0,canceled,54
249285,552336747,Aurora - The Colours of War (Canceled),Tabletop Games,Games,32000.0,181.0,canceled,4
249311,552452021,Magno Power Generators,Technology,Technology,25000.0,10.0,failed,2
249328,552554443,A Bookkeeper's Guide to Practical Sorcery: Audiobook,Fiction,Publishing,6100.0,6236.0,successful,152
249341,552647394,"JAKE MARTIN, NEW ALBUM! PLEDGE NOW TO RECIEVE YOUR S EARLY",Punk,Music,1000.0,1040.93,successful,50
249343,552668729,Gently Smiling Jaws (Canceled),Narrative Film,Film & Video,78300.0,0.0,canceled,0
249375,552839775,40 days and 40 nights,Nonfiction,Publishing,6000.0,0.0,failed,0
249378,552854601,Jam Packed - Launching a brand new British Jam,Food,Food,2500.0,710.0,failed,31
249379,552855493,Easy Scrum,Software,Technology,1000.0,15.0,failed,6
249387,552903020,Sri Isopanisad: The Album (Bhakti Yoga Music),Hip-Hop,Music,4000.0,1210.0,failed,28
249400,552973047,Stage Alert!,Music,Music,25000.0,170.0,failed,4
249403,552976755,Putt your trust in me - Golf Book,Publishing,Publishing,2500.0,18.0,failed,3
249411,552998034,The Uncollective have been invited to perform in Spain!!,Performances,Dance,100.0,158.0,successful,9
249475,553355944,Project Cancelled (Canceled),Weaving,Crafts,350000.0,40.0,canceled,3
249497,553505252,European Comics Journal #02 - LGBT characters in comics,Graphic Novels,Comics,1500.0,1558.0,successful,94
249500,553527009,Trevor Corser: His Life & Work,Art Books,Publishing,1750.0,2174.0,successful,53
249503,553545711,Stefany Jewelry - Mystery of Gemstones,Jewelry,Fashion,9000.0,626.0,failed,10
249508,553557175,Chimpsta Print Studios,Design,Design,6000.0,5.0,canceled,1
249521,553610269,Drizzle,Apps,Technology,4500.0,0.0,failed,0
249527,553643958,2013 Calendar - Quote of the Month - by Useful Idiot Design,Graphic Design,Design,1200.0,33.0,canceled,2
249581,553968023,Devika Dass New Luxury Knitwear Collection (Canceled),Fashion,Fashion,30000.0,91.0,canceled,5
249603,554094429,LandSkype,Installations,Art,850.0,0.0,failed,0
249606,554108283,Musiqli - Help us connect Musicians with Ensembles.,Software,Technology,15000.0,3086.0,failed,74
249616,554140334,Scarves & Sustainability,Accessories,Fashion,10000.0,12567.0,successful,288
249622,554179915,Darklands: Savage Hordes,Tabletop Games,Games,10000.0,51404.0,successful,337
249633,5542244,Cops and Monsters: The Ties That Bind - Indie Webseries,Webseries,Film & Video,2000.0,2765.0,successful,63
249634,554229473,"Bloomsbury Eats: a ""what to eat"" in Bloomsbury website/app",Technology,Technology,1000.0,0.0,failed,0
249642,554269494,The Fur Trap book & record,Art Books,Publishing,3000.0,3298.0,successful,84
249651,554316953,simmo7ts youtube World Music Video Site,Festivals,Film & Video,1000.0,20.0,failed,2
249653,554322361,People of Bombay - Real Lives & Young People,Digital Art,Art,6000.0,1334.0,failed,7
249657,554340034,Forever on the Edge of your Seat: The Alix Jerkson Story,Fiction,Publishing,500.0,20.0,failed,2
249671,554450941,Realm of Madness ~ Season 2,Webseries,Film & Video,200.0,1.01,failed,1
249697,554622486,Exposed16,Photography,Photography,300.0,1065.0,successful,34
249709,554679214,Ultimate Bobby Darin,Music,Music,2500.0,1.0,undefined,0
249721,554739115,ink me,Public Art,Art,100.0,0.0,failed,0
249724,554764225,CURSED - The real fate of Atlantis,Comics,Comics,7500.0,924.0,failed,39
249737,554865818,Coin Opera 2: Fulminare's Revenge,Poetry,Publishing,1500.0,1698.0,successful,98
249780,555101407,Penny In The Well,Shorts,Film & Video,100.0,200.0,successful,10
249793,555166734,Three Halves: the transgenders of South India,Documentary,Film & Video,6000.0,6162.5,successful,143
249800,555210040,Poleplant - handcrafted bamboo ski/hike poles,Crafts,Crafts,1500.0,369.0,failed,7
249807,555238973,'Grounded',Thrillers,Film & Video,5000.0,0.0,failed,0
249816,555280845,ARN Cat News Network,Film & Video,Film & Video,10000.0,11.0,failed,2
249824,555327259,Baby Shoes - A British Comedy-Drama Film (Canceled),Film & Video,Film & Video,250000.0,52.0,canceled,1
249831,555349015,"Technology, Cabinet-Making and English Craftsmanship!",Gadgets,Technology,40000.0,141.0,failed,4
249835,555368405,Nearer The Moon Luxury Independent Lingerie in London,Apparel,Fashion,3000.0,3423.0,successful,66
249838,555381898,Rogue Mag clothing line,Fashion,Fashion,12000.0,30.0,failed,4
249860,555510629,"Coffee, Cake & Kisses",Food,Food,35000.0,37202.0,successful,454
249872,555566432,The Marvellous Adaptation,Shorts,Film & Video,150.0,0.0,failed,0
249904,555824618,Bedboat Magazine - Live Fearless,Periodicals,Publishing,2500.0,2500.0,successful,102
249909,555853212,Sleeping Rough,Film & Video,Film & Video,5000.0,4358.5,live,152
249916,55588425,"POETRY BOOK, Has Doubts Vol 1: ""Mistaken for art or rubbish""",Poetry,Publishing,600.0,720.0,successful,44
249921,55590546,DIY Custom Shadow Foam,Product Design,Design,5000.0,882.0,failed,19
249925,555981099,The Great Flu,Shorts,Film & Video,250.0,5.0,failed,1
249936,556055995,Moving to Australia to carry out freelance photography.,Nature,Photography,5000.0,10.0,suspended,1
249940,556066276,Wireless Charging Coat,Technology,Technology,200.0,10.0,failed,1
249959,556194688,Verge of Strife - The life and poetry of Rupert Brooke,Plays,Theater,4000.0,805.0,failed,8
249962,556202867,"British Invention of the Year, X-Pro for X-tra Professionals",Product Design,Design,65000.0,600.0,failed,14
249968,556228994,FRANKENSTEIN'S BODIES - Body building the Baron's Way,Tabletop Games,Games,6500.0,7467.5,successful,143
249975,556266222,Checkpoint Alpha,Shorts,Film & Video,1000.0,0.0,failed,0
250014,556504,Help me make a catalogue,Painting,Art,4000.0,4125.0,successful,41
250015,556511749,Legacy of The Sky vol 1: The Crying sky Sagas,Comics,Comics,3500.0,3535.0,successful,32
250041,55675420,Grinning Soul: An art exhibition by K G S French & Joe Shaw,Art,Art,3000.0,3308.0,successful,29
250049,556821416,Eco  Bamboo Underwear funding....GOT WOOD ?,Fashion,Fashion,9500.0,1212.0,failed,43
250054,556845845,The Realm Game,Video Games,Games,195000.0,94527.62,failed,3384
250065,556903746,Carbon Fiber Jewelry Rings with Wood Inlays by COTO,Jewelry,Fashion,1000.0,11570.0,successful,277
250076,556981090,Want to sing? Want some supper? Sing For Your Supper!,Performance Art,Art,500.0,375.0,failed,16
250088,557101860,Vrrr!,Video Games,Games,3500.0,972.0,failed,10
250093,55715391,The Red Pills' 1st album - Northern Rock,Rock,Music,1000.0,1110.0,successful,71
250106,557264203,INNI Nails,Fashion,Fashion,10000.0,11480.0,successful,59
250110,557282499,Deadline Skateboards - Handcrafted in Northern Ireland,Product Design,Design,10000.0,10017.0,successful,129
250112,557293772,Horny Speaker - A beautiful audio amplifier for smartphones,Product Design,Design,70000.0,184.0,failed,8
250121,557324251,The Magic Rune Dice (Canceled),Product Design,Design,3000.0,555.0,canceled,36
250122,557329918,The Band Limited Edition Art Prints,Painting,Art,2000.0,45.0,failed,3
250131,557408360,The African Tudors Book Tour: The American Tour,Nonfiction,Publishing,3000.0,153.0,failed,3
250153,557501340,"RESHAPED n REVAMPED ""Bringing D lost Art of handmade product",Fashion,Fashion,5000.0,1.0,failed,1
250154,557509097,CRISSCROSS� � Reusable Modular Furniture Kits,Product Design,Design,25000.0,4771.0,failed,61
250190,557769032,True Colours Book by Reece Thompson,Publishing,Publishing,400.0,619.0,successful,54
250198,557821230,oddball Aeronauts 2: Double the Trouble,Tabletop Games,Games,11111.0,12703.9,successful,655
250204,557870227,Paralytic Promotions: Bigger gigs for a Better 2017,Music,Music,10000.0,0.0,canceled,0
250208,557906176,Click for fun cat stuff,Apparel,Fashion,1200.0,1522.0,successful,101
250224,558023596,Stoked! Extreme Mountain Biking: A multi-platform Video Game,Video Games,Games,10000.0,632.0,failed,28
250229,558049898,Carreducker Barkan Desert Boots,Footwear,Fashion,18000.0,20451.0,successful,98
250235,558125154,Student Short Film - Based On A True Story,Shorts,Film & Video,200.0,270.0,successful,17
250259,558255853,Random Encounters: An Independent Comedy RPG for Windows,Video Games,Games,600.0,436.0,canceled,25
250265,55830597,Personalized T-shirt with custom patches and label,Fashion,Fashion,5000.0,114.0,canceled,4
250276,558398689,Bike Cycle,Shorts,Film & Video,829.0,162.0,failed,9
250284,558460801,SON OF BABYLON: the American release! (Canceled),Narrative Film,Film & Video,40000.0,1337.0,canceled,120
250290,558494373,FAITH: The Sci-fi RPG,Tabletop Games,Games,30000.0,41034.0,successful,576
250291,558495961,I want to make an Animated Music Video !,Music Videos,Film & Video,3750.0,20.0,failed,2
250300,558569362,Streams Of Consciousness (Poetry) - Kingston University P,Anthologies,Publishing,66000.0,55.0,failed,4
250332,558744650,Bring Bow Dollies to life,Crafts,Crafts,250.0,44.0,failed,4
250335,558753456,Running Lean Startup Card Deck,Graphic Design,Design,3000.0,4925.0,successful,275
250336,558754199,Calendar of my Original Animal Portraits (Canceled),Art,Art,500.0,10.0,canceled,1
250337,558758883,Dream Song ~ PC & Mac game. A quest for real treasure,Video Games,Games,69000.0,3052.0,failed,74
250340,558776651,"Voices of Motorsport, the World Endurance Championship",Audio,Journalism,2000.0,0.0,failed,0
250343,558810475,Help JMD16 get to New Designers,Design,Design,800.0,1078.0,successful,39
250356,55887774,Lightfingers book 1: Do you believe in fairies?,Fiction,Publishing,600.0,958.0,successful,57
250362,558912730,Good & Green Guide New York: New York like you never saw,Journalism,Journalism,25000.0,1716.0,failed,14
250386,559027098,Phone app - Image storing - family tree - Baby monitoring,Software,Technology,9000.0,5.0,failed,1
250398,559116759,Dave's Delights,Cookbooks,Food,1500.0,106.0,failed,8
250404,559150988,Leafscape - a limited edition art book by Inky Leaves,Art Books,Publishing,8500.0,24867.0,successful,439
250409,559180170,Lonely Soldier Monologues a play by Helen Benedict.,Plays,Theater,12000.0,12252.0,successful,184
250410,559184090,Eagle Force (An Air-battle game),Video Games,Games,50000.0,10.0,failed,2
250427,559325801,50/50 Project No.1: Home Sweet Home,Graphic Design,Design,2500.0,0.0,failed,0
250430,559341267,All-Natural & Delicious Turmeric Beverages (Canceled),Drinks,Food,6000.0,2760.0,canceled,81
250451,559555554,Send this couple to watch Wicked Live in April! (Suspended),Theater,Theater,120.0,10.0,suspended,1
250455,559586378,"Innies The Original "" Topless Bread Roll",Food,Food,4500.0,4.0,failed,2
250463,559637840,Inside the Prize,Documentary,Film & Video,7500.0,275.0,failed,5
250467,559662884,Required Revenge (Action/Drama/Comedy),Drama,Film & Video,650.0,2.0,failed,1
250469,559670666,Affected - The Cabin (An Oculus Rift Horror Experience),Video Games,Games,18500.0,1776.0,failed,91
250479,559728464,Wandering What Remains (Canceled),Science Fiction,Film & Video,5000.0,0.0,canceled,0
250487,559773190,Paul Bonner's Trolls of Trudvang,Tabletop Games,Games,1000.0,3703.0,successful,60
250491,559796311,"Easy Peasy Squishy Dishy, by Jinjabiscuit",Product Design,Design,3500.0,944.0,failed,24
250493,559799329,Frankie and Emma - Pilot Episode,Comedy,Film & Video,5000.0,5105.0,successful,47
250494,559801683,Gav Cantrell's Debut Album (Canceled),Rock,Music,1000.0,15.0,canceled,2
250500,55983136,Oliver's Kitchen - Award winning puddings made with love!,Farmer's Markets,Food,30000.0,211.0,failed,8
250505,55989001,The Horse Box Pizza Company,Food Trucks,Food,45000.0,0.0,failed,0
250509,559911589,zero,Sound,Technology,7600.0,189.0,live,6
250532,560094086,Sprungloaded needs your help! (Canceled),Pop,Music,1000.0,0.0,canceled,0
250533,560099353,Bespoke Gaming Mats,Tabletop Games,Games,1500.0,249.0,failed,5
250534,560101240,The Broken Line,Drama,Film & Video,700.0,0.0,failed,0
250539,560182335,GustaVino � first 3D printed modular wine rack,3D Printing,Technology,2900.0,1152.0,failed,59
250542,560207619,�3 Pixel and Bead Crafts/Sprites For All,Sculpture,Art,250.0,92.0,failed,6
250548,560228420,Beans On Toast With Pythagoras,Nonfiction,Publishing,2000.0,230.0,failed,12
250560,560298619,"Buck - clean, refined menswear",Apparel,Fashion,10000.0,2.0,failed,2
250568,560359928,Meru Cinema Project,Film & Video,Film & Video,25000.0,4227.5,failed,14
250571,560368675,Little Big Halloween,Poetry,Publishing,100.0,134.0,successful,8
250573,560375189,Self Publish a Book on Beauty Spots & Landscape Photography,Publishing,Publishing,40000.0,0.0,failed,0
250576,560386790,Fintan Mulholland Knitwear (Canceled),Apparel,Fashion,1250.0,120.0,canceled,3
250577,560400999,We are stressed and depressed but well dressed! ?,Apparel,Fashion,12000.0,0.0,failed,0
250584,560452148,Circus of Light,Video Games,Games,15000.0,2335.0,failed,144
250588,560472183,South Essex College Graduate Fashion Week fund 2015,Ready-to-wear,Fashion,1500.0,30.0,failed,4
250598,560546971,No More Silence,Shorts,Film & Video,2500.0,147.0,failed,11
250603,560571391,"I Am Squarehead, the book",Children's Books,Publishing,5000.0,6605.0,successful,192
250608,560601341,Mockingjay Theatre Company,Musical,Theater,20000.0,1.0,failed,1
250636,56076708,CRAVE by Sarah Kane,Experimental,Theater,300.0,15.0,failed,2
250661,5609378,Upbeat,Shorts,Film & Video,1400.0,1573.0,successful,49
250673,561021652,School of Code - The Multiplayer Coding Experience,Web,Technology,20000.0,20421.9,successful,218
250676,561045653,Being Stalked.....A victim's viewpoint (Canceled),Nonfiction,Publishing,1550.0,0.0,canceled,0
250679,561067121,ShakeSphere,Product Design,Design,5000.0,5083.0,successful,106
250687,56111948,Cantoribus - Recording of Launch Album,Classical Music,Music,10000.0,10106.0,successful,64
250688,561121279,Epic Pokemon Banner,Design,Design,310.0,10.0,failed,2
250696,561175819,Crypt Hunter,Video Games,Games,1500.0,46.0,failed,4
250699,561201179,Elements Play Care Cafe,Spaces,Food,5500.0,525.0,failed,4
250705,561234535,CASTING FOR INDIE FILM,Film & Video,Film & Video,2000.0,381.0,failed,10
250712,561267114,The Last Stand RPG,Games,Games,900.0,11.01,failed,3
250719,561308893,New Zealand Young Company Foundation UK Tour / The Tempest,Theater,Theater,2970.0,95.0,failed,5
250722,561322481,"""FILTER"" - The new online TV show for real Bikers",Webseries,Film & Video,19800.0,271.0,failed,7
250740,561414519,Artist Cat Enamel Pin Set,Graphic Design,Design,350.0,2049.0,successful,87
250779,561621380,James Waters Solo Album,R&B,Music,1000.0,0.0,failed,0
250780,561643229,The Barbell Suit - an off-the-rack suit for people who lift,Ready-to-wear,Fashion,10000.0,3.0,failed,3
250781,561645428,ORION'S HAT - The Showcase - Tristan Bates Theatre - London,Theater,Theater,1000.0,1720.0,successful,68
250786,561667770,GRATITUDE JOURNAL,Publishing,Publishing,9000.0,10.0,failed,1
250796,561736583,Quality Customisable Sunglasses by Staple and Ford,Accessories,Fashion,7500.0,1078.0,live,14
250799,561770079,The Story of Steyning Grammar School Heritage Quilts,Art Books,Publishing,500.0,1026.0,successful,57
250802,561772665,SunStock Music Weekly Podcast,Radio & Podcasts,Publishing,90.0,90.0,successful,6
250811,561837183,Castrati - A Blue Wren Film,Film & Video,Film & Video,300.0,0.0,failed,0
250859,562131798,'The Circus' short film,Drama,Film & Video,1000.0,1567.0,successful,61
250868,562169890,Indlovu - An African Overland Travelogue,Photobooks,Photography,7500.0,3151.0,failed,56
250874,562207611,HEMYCA Pop-Up Concept Store,Fashion,Fashion,30000.0,13293.0,failed,52
250878,562245479,The Fixed Gear Cycling Club Tee Shirts,Fashion,Fashion,99.0,0.0,failed,0
250881,56225188,Dali : A wooden cocktail party plate (Canceled),Product Design,Design,500.0,0.0,canceled,0
250906,562385788,Evil Cream pie,Food,Food,5.0,0.0,failed,0
250909,562401027,Jody Long Yarns (Canceled),Knitting,Crafts,10000.0,0.0,canceled,0
250927,562501812,Aterra (Canceled),Video Games,Games,9001.0,266.0,canceled,38
250929,562526606,The Beer Drinkers Guide To Role Playing tabletop game,Tabletop Games,Games,5000.0,58.0,failed,4
250932,562559793,Help us expand - Mint Clothing,Apparel,Fashion,1000.0,80.0,failed,3
250935,562574322,Endangered Species Centre,Art,Art,4000.0,20.0,failed,1
250953,562698690,Qi by Musical Alchemist,Electronic Music,Music,1777.0,1.0,failed,1
250969,562813848,Swords of Edo Chibi Figurines - Hand Painted in Vinyl,Product Design,Design,3000.0,1825.0,canceled,18
250979,562857259,Penguin Love @ The Fringe.,Theater,Theater,100.0,100.0,successful,11
250988,562926131,Colour OLED Breakout Board,DIY Electronics,Technology,1500.0,13172.02,successful,256
250989,562927974,Warhammer (Fantasy and 40k Tournaments),Tabletop Games,Games,6000.0,0.0,failed,0
250992,562936867,FAERIE ENCHANTMENTS,Publishing,Publishing,500.0,11940.04,successful,415
250993,56294446,iWorkGuru.co.uk Social Enterprise Challenge,Web,Technology,10000.0,12.0,failed,2
251015,563110096,Stage Adaptation of Studio Ghibli's Princess Mononoke,Plays,Theater,5000.0,9425.23,successful,302
251026,563138876,28mm Northern Raiders,Tabletop Games,Games,900.0,356.0,failed,6
251034,563197049,Playing With Fear - The World Of Horror Video Games,Documentary,Film & Video,25000.0,14853.0,failed,258
251066,563311546,How To Rebuild a Norton 750 Commando Motor Bike Cycle Book,Nonfiction,Publishing,5000.0,77.0,failed,3
251071,563340945,Mrs Peggotty's Organic Christmas Puddings (Canceled),Food,Food,2500.0,133.0,canceled,6
251081,563397155,A �1 Poem,Poetry,Publishing,1.0,107.99,successful,27
251086,563457956,Get TwentySomething to Edinburgh Fringe Festival!,Musical,Theater,8000.0,8167.0,successful,82
251092,563481263,Dub-Mystery Machine (Canceled),Graphic Design,Design,2000.0,0.0,canceled,0
251102,563537937,"""Self Centered"": Season II",Webseries,Film & Video,3000.0,4.0,failed,2
251103,563546462,BUTTON BACKERS - Simply securing buttons,Accessories,Fashion,4750.0,167.0,failed,20
251112,563599628,"LCF Lingerie, Swimwear, and Sportswear Show 2016",Apparel,Fashion,1000.0,1075.0,successful,35
251116,563613971,TOPCHOP edits volume #1 (Canceled),Music,Music,600.0,10.0,canceled,1
251126,563670938,Regime's New E.P,Hip-Hop,Music,2000.0,2070.0,successful,96
251149,563820375,Candi Candles - Handmade Cruelty Free Soy Candles,Crafts,Crafts,2000.0,513.0,failed,11
251152,563842292,Doctor Who - Regret of a Time Lord,Shorts,Film & Video,500.0,260.0,failed,10
251171,563931769,PEGDOLL RECORDS,Electronic Music,Music,800.0,35.0,failed,3
251177,563969634,Gant Paper,Publishing,Publishing,2500.0,3.0,failed,1
251178,563976357,Mercy & Redemption - Play Development,Theater,Theater,500.0,750.0,successful,21
251208,564128592,Bigbeat junk percussion,Music,Music,5000.0,0.0,undefined,0
251234,564290837,Tabletop Towns - Cargo Containers.,Tabletop Games,Games,2580.0,3793.0,successful,163
251235,564308128,Aftermath - Minecraft Machinima (Canceled),Webseries,Film & Video,2500.0,0.0,canceled,0
251244,564347933,Nutshot Peanut Butter - made from 100% Peanuts!,Food,Food,5000.0,8077.0,successful,371
251255,564407067,Literary Kitchen Festival,Public Art,Art,1000.0,1110.0,successful,19
251262,564468973,Bouff�e D�lirante,Drama,Film & Video,4000.0,4029.0,successful,54
251267,564486176,doctor who shadow proclamation online game and convention,Mixed Media,Art,25000.0,1.0,failed,1
251270,564490086,Cody Jepson Slow Made Leather Goods,Fashion,Fashion,5000.0,20026.0,successful,184
251273,56450960,My Lemonade Stand,Technology,Technology,3000.0,0.0,failed,0
251303,564693854,Sailing Kejstral Adventures,Film & Video,Film & Video,2500.0,0.0,failed,0
251306,564701976,WACPSN v 1.0 Mobile App | Open Source | Android & Apple,Apps,Technology,10000.0,0.0,failed,0
251314,564728672,"De fuego, the new album",World Music,Music,2000.0,2084.0,successful,73
251318,564763148,The Trail of the Mountain Folk: A World First Expedition,Documentary,Film & Video,2500.0,2526.0,successful,15
251323,564795500,Shoulder to Shoulder @ Camden Fringe 2016 (Canceled),Theater,Theater,1500.0,117.0,canceled,3
251324,564800302,Not Just An Outfit,Fashion,Fashion,2000.0,520.0,failed,9
251341,56488083,Accessible Open Air Film Screenings For Local Communities,Festivals,Film & Video,9000.0,2934.0,failed,144
251358,564976702,A Triple Portrait,Classical Music,Music,1200.0,1686.63,successful,39
251365,56501955,My Artsphere,Art,Art,7000.0,7278.0,successful,75
251367,565037029,The Tongue and the Mist - EXPERIMENTAL VIDEO INSTALLATION,Experimental,Film & Video,200.0,382.0,successful,24
251370,565051160,TriSTOPPER �  -  Stylish innovative spring loaded door stop,Product Design,Design,25000.0,1557.0,failed,40
251381,565099267,After Life: a book of extinct and endangered animals,Photography,Photography,8000.0,13146.13,successful,138
251415,565364710,The Soaking of Vera Shrimp at the Edinburgh Festival Fringe,Festivals,Theater,1000.0,1235.0,successful,41
251420,565378416,"Dampier Collection: handcrafted, timeless accessories",Accessories,Fashion,24750.0,161.0,failed,2
251423,565400062,The Beginner to Advanced Lucid Dreaming guide eBook.,Nonfiction,Publishing,300.0,0.0,failed,0
251448,565515045,i Porter - my journey to Everest Base Camp as a porter,Mixed Media,Art,3950.0,5015.0,successful,46
251466,565606786,Film For Cannes Needs Funding...,Film & Video,Film & Video,15000.0,4.0,failed,1
251468,565622281,The Hate Collective - Debut EP,Rock,Music,590.0,0.0,failed,0
251479,56571125,The Stroke Of Midnight,Video Games,Games,13000.0,342.0,failed,14
251485,565741860,AVED (A Vote Every Day),Apps,Technology,50000.0,0.0,failed,0
251487,565746837,Elder Towers - Deck-building RTS for iOS and Android,Video Games,Games,3500.0,1084.0,failed,7
251488,565749624,"Debut album ""Shatter To Release""",Pop,Music,2500.0,2505.0,successful,19
251493,565771739,Sniper Warrior 2 - Short Film,Shorts,Film & Video,1500.0,0.0,failed,0
251506,56588394,Custom Student Designed T-shirts,Ready-to-wear,Fashion,400.0,51.0,failed,3
251517,565937480,Racing Amongst the Waves - a new collection of paintings,Painting,Art,4500.0,1.0,failed,1
251528,56600103,Thames Ditton Custom pcs,Hardware,Technology,1600.0,0.0,failed,0
251531,56602929,04Y SeeU - A four year old point of view.,Photography,Photography,1500.0,352.0,failed,9
251536,566052111,The Lonely Man,Shorts,Film & Video,1500.0,365.0,failed,6
251541,566110240,ShowSpace - Art can be Anywhere,Art,Art,5000.0,20.0,failed,1
251554,566167717,sMv - Silent music video,Video Games,Games,115000.0,0.0,failed,0
251555,566181534,Inclusive Sensory Art Cafe,Public Art,Art,25000.0,1424.0,failed,16
251589,566376095,"Unique new TV show ""Yiayia Show Me How To Cook""",Webseries,Film & Video,4000.0,235.0,failed,5
251596,566411571,Fields of Vision,Mixed Media,Art,900.0,0.0,failed,0
251597,566417396,Predator fishing youtube channel.,Documentary,Film & Video,500.0,20.0,failed,1
251598,566421825,101 Things Birmingham Gave the World: The Book,Nonfiction,Publishing,600.0,1688.0,successful,119
251624,566590517,The Toon Of The Doctor (Doctor Who Cartoon),Webseries,Film & Video,500.0,10.0,failed,2
251629,566598763,"Exhibition at The Other Art Fair, Brick Lane, London",Painting,Art,2814.0,2861.0,successful,86
251632,566605329,Northbridge Festival 2015: Make It Legendary! #Northbridge,Electronic Music,Music,3000.0,678.0,failed,9
251638,566615498,KiddieRail - making the stairs easier and safer for kids,Gadgets,Technology,99000.0,2670.0,failed,25
251640,566634517,Nuclear Weasels Debut Album!,Indie Rock,Music,1000.0,1141.0,successful,33
251652,566726794,Aftermath - Post Apocalyptic FPS/RPG,Video Games,Games,500.0,755.0,successful,11
251659,566761375,DEPORTED a Documentary Film KICKSTARTER Campaign,Documentary,Film & Video,700.0,933.0,successful,23
251660,566763766,Sounds from a concrete City Live!,Music,Music,1000.0,60.0,failed,4
251671,566829412,Radio On - Strange Tales of Ink & Sound,Anthologies,Comics,500.0,630.0,successful,55
251673,566830349,Snow globe Cones (organic),Drinks,Food,900.0,0.0,failed,0
251713,567046866,Olympus Premium Vodka (Canceled),Drinks,Food,12000.0,0.0,canceled,0
251723,567113918,Life's A Drag Pilot Episode (Canceled),Webseries,Film & Video,1000.0,50.0,canceled,1
251727,567142560,Curo's Cupcakes,Food,Food,40000.0,113.0,failed,3
251734,567178039,Flopro UK based clothing brand (Canceled),Fashion,Fashion,2000.0,36.0,canceled,2
251740,567188987,"The IDEA Wallet, Key Holder and 2 in 1",Product Design,Design,2000.0,95.0,failed,6
251743,567192723,Preserve Django's world temple of Gypsy Swing Le QuecumBar,Music,Music,35000.0,15991.0,failed,173
251754,567298226,OSPA Academy road to Hackney Empire,Performances,Dance,3000.0,56.0,failed,5
251765,567387452,Outlaws,Shorts,Film & Video,600.0,660.2,successful,17
251788,567518624,Fate Of The Gods - Graphic novel,Comics,Comics,19000.0,314.0,failed,13
251825,567744804,Locker: Advanced Encryption (Canceled),Software,Technology,45000.0,68.0,canceled,7
251830,567760994,"Magical Memories Project, refuge children photo experience",Photography,Photography,15000.0,5.0,canceled,1
251833,56777604,Utopian Ocean,Performance Art,Art,500.0,5.0,failed,1
251834,567777985,deck poem #3,Poetry,Publishing,125.0,15.0,failed,1
251862,567894455,Bike Boom � the book,Nonfiction,Publishing,6000.0,14692.0,successful,461
251870,567981575,We will follow you,Documentary,Film & Video,2750.0,80.0,failed,2
251876,568005344,Shelf Kitty: A Foldable Cat Perch For Your Cat and Your Home,Product Design,Design,5000.0,260.0,failed,8
251888,568051712,THE BEAD GAME BOX: A New Kind of Gaming Experience,Games,Games,9369.0,26174.0,successful,440
251889,568052909,Sleeping Beauties: Glamping sleeping bags to sleep unique,Product Design,Design,16500.0,7829.0,live,43
251917,568189763,Product Design GSA Degree Show 2015,Design,Design,2000.0,2761.0,successful,37
251920,56820162,Game Consoles of Yesteryear,Graphic Design,Design,1500.0,212.0,failed,13
251922,568208457,Among the Fallen: Zombie Apocalypse Edition (Canceled),Comics,Comics,6000.0,1472.0,canceled,35
251973,568458321,Low Calorie Protein Bar,Food,Food,8000.0,61.0,failed,3
251981,568484031,#KICKSTARTSYSON: SLIMVOLUME PRINT EDITION,Art,Art,2000.0,2141.0,successful,51
251983,568486701,Carnage Live!,Video Games,Games,40000.0,1628.0,failed,41
251990,568525191,A Family Affair,Documentary,Film & Video,5000.0,9975.53,successful,143
252019,568754270,Dead Infection - British Short Apocalyptic Film,Webseries,Film & Video,1000.0,85.0,failed,6
252022,56876678,Fifa 14 Online Leagues,Video Games,Games,50.0,0.0,failed,0
252029,568794563,"Here, who wants a Midnight Resistance t-shirt?",Fashion,Fashion,450.0,1701.01,successful,103
252042,568866207,TOUR NEEDS FINANCIAL HELP,Music,Music,20000.0,0.0,failed,0
252048,568888344,"""Studium"" Exhibition",Photography,Photography,200.0,205.0,successful,17
252076,56904099,Jewels of the Land and Sea,Public Art,Art,10710.0,32.0,failed,2
252080,569067391,Bring The Anima Project to Edinburgh Fringe,Theater,Theater,500.0,140.0,failed,5
252082,569071747,70s Spacecraft Colouring Book,Illustration,Art,3700.0,2525.0,canceled,80
252088,569096168,White Mountain,Photobooks,Photography,5500.0,858.0,failed,19
252095,569132701,"A'KOKO Melt - Virgin Coconut Oil, the perfect moisturiser.",Fashion,Fashion,2000.0,492.0,failed,20
252106,569204381,No Dice,Playing Cards,Games,1000.0,1011.0,successful,45
